date,vix,BI,close,pos,neg,seg
2020-08-17,21.47,0.4260843953109001,4623.95,36.0,43.0,"市場,.%,u3000"
2020-08-18,21.88,0.0,4671.5,49.0,57.0,"美國,華為,晶片"
2020-08-19,21.87,0.39730179746900346,4785.37,39.0,61.0,"美國,康友,投資"
2020-08-20,28.05,-0.2782033284972372,4536.29,49.0,72.0,"美國,台股,市場"
2020-08-21,24.38,0.25131442828090617,4600.18,56.0,53.0,".%,美國,內容"
2020-08-22,,0.4989911661189878,,22.0,21.0,"美國,.%,台股"
2020-08-23,,0.0,,22.0,25.0,"...%,華為,台灣"
2020-08-24,23.62,-0.11778303565638353,4645.11,34.0,48.0,"美國,中國,蘋果"
2020-08-25,23.27,-0.2954642128938359,4636.22,38.0,34.0,"美國,投資,台積"
2020-08-26,22.6,-0.2954642128938359,4791.99,32.0,39.0,"u3000,中國,美國"
2020-08-27,22.91,,4818.12,,,
2020-08-28,23.66,,4860.92,,,
2020-08-29,,,,,,
2020-08-30,,,,,,
2020-08-31,24.42,,4881.34,,,
2020-09-01,22.97,,4834.65,,,
2020-09-02,22.21,,4831.04,,,
2020-09-03,21.95,,4740.33,,,
2020-09-04,23.73,,4723.06,,,
2020-09-05,,,,,,
2020-09-06,,,,,,
2020-09-07,23.93,,4636.45,,,
2020-09-08,22.61,,4813.23,,,
2020-09-09,22.37,,4740.22,,,
2020-09-10,20.81,,4694.68,,,
2020-09-11,20.9,,4633.78,,,
2020-09-12,,,,,,
2020-09-13,,,,,,
2020-09-14,18.06,,4662.11,,,
2020-09-15,17.27,,4743.18,,,
2020-09-16,18.29,,4739.9,,,
2020-09-17,18.6,,4760.45,,,
2020-09-18,18.27,,4876.11,,,
2020-09-19,,,,,,
2020-09-20,,,,,,
2020-09-21,20.69,,4846.19,,,
2020-09-22,22.01,,4712.44,,,
2020-09-23,20.71,,4688.35,,,
2020-09-24,23.02,,4647.12,,,
2020-09-25,22.5,,4559.75,,,
2020-09-26,,-0.6400373552459971,,37.0,45.0,"中國,市場,u3000"
2020-09-27,,0.3302416868705768,,32.0,20.0,"中國,市場,處置"
2020-09-28,21.85,-0.04348511193973878,4583.82,33.0,56.0,"美國,市場,億元"
2020-09-29,21.52,-0.5978370007556204,4541.2,30.0,27.0,"上訴,上漲,.%"
2020-09-30,21.7,-0.2787134024690205,4589.94,23.0,39.0,"市場,美國,中國"
2020-10-01,,0.0,,13.0,25.0,".%,u3000,投資"
2020-10-02,,0.1892419996385284,,24.0,25.0,"美國,川普,確診"
2020-10-03,,-0.2231435513142097,,10.0,14.0,"美國,川普,u3000"
2020-10-04,,-0.5596157879354228,,8.0,23.0,"u3000,美國,投資人"
2020-10-05,23.27,0.17693070815907824,4638.65,37.0,28.0,"跳空,張綠,獲得幣"
2020-10-06,21.19,0.2151113796169455,4646.09,33.0,21.0,"u3000,.%,收購"
2020-10-07,20.83,-0.08455738802806301,4611.47,44.0,25.0,"u3000,億元,.%"
2020-10-08,20.63,0.10008345855698264,4608.11,37.0,39.0,"u3000,營收,.%"
2020-10-09,,0.125163142954006,,12.0,17.0,"協議,標前,台灣"
2020-10-10,,0.3364722366212129,,8.0,14.0,"美國,中國,u3000"
2020-10-11,,-0.2076393647782445,,14.0,12.0,"投資,美國,台積"
2020-10-12,21.51,0.5007752879124892,4572.46,27.0,21.0,"神積,張護國,張國慶"
2020-10-13,21.77,0.07410797215372182,4583.45,27.0,25.0,"億元,台灣,.%"
2020-10-14,21.96,0.0,4609.62,31.0,26.0,"蘋果,半導體,.%"
2020-10-15,22.25,0.6443570163905132,4555.64,30.0,26.0,"市場,u3000,.%"
2020-10-16,,0.6678293725756554,4531.41,25.0,28.0,"神積,張護國,核彈"
2020-10-17,,0.16251892949777494,,11.0,24.0,"紫光,因為,老師"
2020-10-18,,0.965080896043587,,14.0,12.0,"投資,u3000,股票"
2020-10-19,21.31,-0.1892419996385284,4569.02,25.0,24.0,"無事,相安,股王"
2020-10-20,22.26,-0.10536051565782628,4578.72,25.0,28.0,"市場,美國,u3000"
2020-10-21,22.02,-0.05715841383994864,4584.54,34.0,32.0,"董事,u3000,市場"
2020-10-22,22.04,-0.07696104113612832,4550.61,27.0,22.0,"拉積,獲得幣,美國"
2020-10-23,21.96,0.3894647667617233,4563.74,29.0,21.0,"u3000,.%,美國"
2020-10-24,,0.28768207245178085,,21.0,17.0,"台灣,美國,u3000"
2020-10-25,,0.16251892949777494,,12.0,23.0,"市場,增長,美元"
2020-10-26,22.49,-0.3313571359544425,4438.39,29.0,35.0,"張祖媽,張議員,獲得幣"
2020-10-27,23.27,-0.06252035698133393,4465.91,30.0,30.0,"美國,中國,.%"
2020-10-28,23.43,0.1872115420881464,4363.72,34.0,38.0,".%,市場,u3000"
2020-10-29,24.94,0.07796154146971193,4370.28,36.0,39.0,"一路,南買,張一顆"
2020-10-30,27.35,0.0,4318.53,30.0,38.0,"成長,台灣,億元"
2020-10-31,,0.0,,16.0,17.0,".%,美國,小米"
2020-11-01,,0.5306282510621704,,9.0,16.0,"特斯拉,中國,u3000"
2020-11-02,27.32,0.2468600779315258,4322.22,28.0,25.0,"張買,獲得幣,恭喜"
2020-11-03,26.11,0.1872115420881464,4321.65,37.0,36.0,"u3000,美國,聯電"
2020-11-04,23.77,0.0444517625708338,4353.43,21.0,21.0,"螞蟻,u3000,中國"
2020-11-05,21.76,0.4700036292457356,4388.06,33.0,29.0,"瘋子贏,失智贏,獲得幣"
2020-11-06,21.76,0.1112256351102244,4399.85,29.0,41.0,".%,市場,億元"
2020-11-07,,0.1112256351102244,,17.0,15.0,"美國,拜登,台灣"
2020-11-08,,0.0,,20.0,16.0,"拜登,美國,螞蟻"
2020-11-09,20.58,0.0,4404.52,39.0,40.0,"美國,拜登,市場"
2020-11-10,20.44,0.046520015634892914,4329.6,50.0,34.0,"億元,.%,投資"
2020-11-11,20.51,0.3448404862917296,4353.24,40.0,37.0,".%,億元,市場"
2020-11-12,19.28,-0.2478361639045812,4291.52,36.0,35.0,"市場,中油,內容"
2020-11-13,18.8,-0.05129329438755058,4335.85,42.0,33.0,"u3000,中國,美國"
2020-11-14,,-0.2876820724517809,,17.0,22.0,"台積,市場,美國"
2020-11-15,,-0.496436886313891,,17.0,17.0,"u3000,中國,市場"
2020-11-16,19.31,0.21256144198367288,4334.96,40.0,42.0,"張糕,獲得幣,恭喜"
2020-11-17,19.86,0.32158362412746233,4359.35,31.0,35.0,"市場,台積,內容"
2020-11-18,20.61,0.3746934494414107,4447.03,38.0,38.0,"美國,中國,市場"
2020-11-19,19.47,-0.2058520542041488,4444.36,37.0,37.0,".%,u3000,美國"
2020-11-20,19.13,0.31508104663989545,4413.94,37.0,24.0,"u3000,中國,市場"
2020-11-21,,-0.3448404862917295,,18.0,20.0,"u3000,疫苗,投資"
2020-11-22,,-0.579818495252942,,22.0,15.0,"中國,美國,u3000"
2020-11-23,19.8,0.14660347419187544,4416.86,36.0,43.0,"成長,實質,因為"
2020-11-24,19.55,0.12062798778861472,4373.61,34.0,47.0,"u3000,億元,.%"
2020-11-25,19.23,0.3813675565291038,4399.79,34.0,31.0,"投資,內容,台灣"
2020-11-26,17.42,0.7849547298130682,4412.1,41.0,38.0,"u3000,張雪紅,市場"
2020-11-27,17.61,0.19782574332991987,4455.88,34.0,34.0,"投資,u3000,蔡友"
2020-11-28,,0.5798184952529422,,19.0,18.0,"投資,因為,指數"
2020-11-29,,-0.3856624808119846,,13.0,27.0,"中油,u3000,美國"
2020-11-30,18.57,0.5831462853456169,4487.47,29.0,33.0,"中國,市場,指數"
2020-12-01,18.57,0.2436220826577505,4425.67,33.0,30.0,"獲得幣,恭喜,張買"
2020-12-02,18.87,-0.058840500022933465,4402.54,34.0,30.0,"奈米,資料,市場"
2020-12-03,17.67,0.6151856390902335,4399.38,25.0,27.0,"沒奇,張大奇,獲得幣"
2020-12-04,18.03,0.1880522315029396,4384.76,29.0,31.0,"u3000,.%,台灣"
2020-12-05,,0.1880522315029396,,28.0,33.0,"u3000,投資,內容"
2020-12-06,,-0.2006706954621511,,16.0,22.0,"u3000,中國,因為"
2020-12-07,19.1,0.7672551527136672,4302.93,44.0,35.0,"危機,u3000,億元"
2020-12-08,18.53,0.6451379613735847,4259.98,42.0,47.0,"投資,.%,億元"
2020-12-09,18.11,0.4567584024957149,4235.94,50.0,45.0,"億元,中國,營收"
2020-12-10,18.39,0.3272129112084162,4187.33,31.0,38.0,".%,營收,億元"
2020-12-11,17.85,0.5930637220029628,4216.73,37.0,17.0,"億元,投資,市場"
2020-12-12,,0.3629054936893685,,12.0,25.0,"u3000,價格,美國"
2020-12-13,,0.0,,24.0,14.0,"中國,投資,u3000"
2020-12-14,18.64,0.13815033848081718,4253.52,29.0,26.0,"u3000,中國,贏家"
2020-12-15,18.14,-0.08223809823697212,4153.26,41.0,30.0,"台灣,台積,內容"
2020-12-16,17.43,0.3829922522561057,4267.23,37.0,34.0,"張萬四,獲得幣,打底"
2020-12-17,17.09,-0.2006706954621511,4248.85,45.0,32.0,"投資,中國,市場"
2020-12-18,17.09,0.048790164169432035,4274.05,39.0,40.0,"市場,u3000,.%"
2020-12-19,,0.046520015634892914,,26.0,15.0,"投資,中國,美國"
2020-12-20,,0.26236426446749106,,22.0,22.0,"投資,指期,.%"
2020-12-21,17.85,-0.4578330936254803,4261.4,23.0,54.0,"u3000,.%,電動車"
2020-12-22,20.55,0.07598590697792205,4270.45,36.0,38.0,"投資,u3000,內容"
2020-12-23,18.78,0.2282586519809801,4252.6,44.0,41.0,"市場,台灣,美國"
2020-12-24,17.86,0.7884573603642703,4224.51,39.0,22.0,"張紐西,獲得幣,飛機"
2020-12-25,17.22,0.6701576623352465,4228.06,24.0,39.0,"蔚來,市場,特斯拉"
2020-12-26,,0.11332868530700327,,32.0,19.0,"疫苗,u3000,中國"
2020-12-27,,0.3136575588550416,,27.0,16.0,"陽明,u3000,因為"
2020-12-28,18.3,0.5187937934151675,4255.66,36.0,28.0,"市場,蘋果,u3000"
2020-12-29,18.03,0.4439313889359605,4238.33,37.0,46.0,"+.%,u3000,中國"
2020-12-30,18.39,0.2425616371713113,4280.11,51.0,61.0,"快樂,出帆,市場"
2020-12-31,18.19,-0.28223246768421634,4246.66,46.0,55.0,".%,張台,股糕"
2021-01-01,,0.3794896217049037,,24.0,38.0,"市場,中國,.%"
2021-01-02,,0.0408219945202552,,18.0,30.0,"電池,市場,u3000"
2021-01-03,,0.4198538455602641,,22.0,34.0,"技術,投資,因為"
2021-01-04,18.93,0.23531408693446496,4175.87,40.0,68.0,"中國,.%,市場"
2021-01-05,18.86,0.7318616927406357,4178.79,58.0,56.0,"獲得幣,.%,營收"
2021-01-06,20.71,0.6931471805599453,4112.48,56.0,43.0,"中國,.%,美國"
2021-01-07,20.96,0.21414798840563187,4142.39,62.0,86.0,"u3000,.%,市場"
2021-01-08,22.52,0.6325225587435105,4133.49,61.0,78.0,"水手,u3000,億元"
2021-01-09,,-0.16126814759612226,,42.0,43.0,"u3000,特斯拉,蔚來"
2021-01-10,,0.3894647667617233,,25.0,24.0,"美國,市場,台灣"
2021-01-11,23.76,0.12921173148000625,4075.31,63.0,56.0,".%,億元,汽車"
2021-01-12,23.89,0.1405819506211894,4076.71,43.0,66.0,"張高檔,市場,營收"
2021-01-13,23.58,0.0425596144187959,4010.88,59.0,75.0,"台積,u3000,汽車"
2021-01-14,22.94,0.5776342934381009,3955.07,57.0,94.0,"內容,投資,市場"
2021-01-15,23.24,-0.039740328649514114,3903.74,71.0,76.0,".%.%,台積,美國"
2021-01-16,,-0.10318423623523076,,39.0,55.0,"股價,台積,市場"
2021-01-17,,-0.4328640822962788,,21.0,37.0,"台灣,台積電,新聞"
2021-01-18,23.19,0.28223246768421617,3952.65,56.0,47.0,".%,u3000,市場"
2021-01-19,23.38,-0.3422862064866327,3931.59,45.0,68.0,"台積,張股,市場"
2021-01-20,22.86,0.16388785510511664,3871.82,71.0,81.0,"台積,市場,u3000"
2021-01-21,24.9,0.050643732818754936,3853.67,80.0,74.0,"台積,晶片,市場"
2021-01-22,23.96,0.15790302944580875,3836.39,72.0,90.0,"台積,台積電,積電"
2021-01-23,,-0.262364264467491,,46.0,42.0,"台積,台積電,投資"
2021-01-24,,-0.2682639865946794,,28.0,60.0,"台灣,台積,晶片"
2021-01-25,25.81,-0.21936282847430372,3910.72,50.0,65.0,"台積,晶片,台灣"
2021-01-26,25.21,-0.0579872576503494,3871.09,66.0,68.0,"晶片,台積,台灣"
2021-01-27,24.38,0.2399506696305909,3859.88,64.0,65.0,".%,台積,美國"
2021-01-28,26.48,-0.2231435513142097,3812.11,62.0,90.0,
2021-01-29,27.63,-0.262364264467491,3750.98,64.0,139.0,"市場,散戶,美國"
2021-01-30,,-0.7492366472109889,,58.0,100.0,
2021-01-31,,-0.4119797891293581,,47.0,76.0,"台積,因為,股價"
2021-02-01,26.96,-0.3022808718729337,3772.27,48.0,70.0,"疫苗,市場,散戶"
2021-02-02,26.3,0.048790164169432035,3828.33,69.0,91.0,"處份,台積,連結"
2021-02-03,24.89,0.4054651081081644,3852.73,40.0,52.0,"處份,發文,連結"
2021-02-04,23.84,0.5826053061601215,3899.4,56.0,61.0,"處份,發文,時間"
2021-02-05,22.59,0.8023464725249373,3999.12,35.0,47.0,"處份,規範,發文"
2021-02-06,,0.32542240043462795,,29.0,30.0,"處份,時間,評論"
2021-02-07,,0.2135741002980591,,24.0,20.0,"晶片,.%,時間"
2021-02-08,,0.659245628884264,,39.0,44.0,"公司,富驊,u3000"
2021-02-09,,0.35282137462274243,,35.0,24.0,"成長,處份,台灣"
2021-02-10,,,,,,
2021-02-11,,,,,,
2021-02-12,,,,,,
2021-02-13,,,,,,
2021-02-14,,,,,,
2021-02-15,,,,,,
2021-02-16,,,,,,
2021-02-17,22.69,,3979.92,,,
2021-02-18,22.46,,4095.92,,,
2021-02-19,22.92,,4295.82,,,
2021-02-20,,,,,,
2021-02-21,,,,,,
2021-02-22,23.76,,4525.68,,,
2021-02-23,23.65,,4435.17,,,
2021-02-24,24.6,0.7487170317147561,4494.97,51.0,54.0,"處份,市場,股價"
2021-02-25,23.33,0.5904930264998621,4476.82,52.0,60.0,"處份,評論,發文"
2021-02-26,26.26,0.19035372849121893,4444.64,58.0,71.0,"處份,獲得幣,恭喜"
2021-02-27,,-0.02298951822469872,,37.0,48.0,"投資,處份,因為"
2021-02-28,,0.7777045685880083,,23.0,29.0,"處份,發文,時間"
2021-03-01,,0.09531017980432492,,25.0,33.0,"處份,美國,中國"
2021-03-02,26.64,0.837396789404492,4389.46,41.0,53.0,"處份,市場,評論"
2021-03-03,23.71,0.2282586519809801,4450.21,40.0,46.0,"處份,台灣,美國"
2021-03-04,25.38,0.12861737782209354,4411.58,48.0,59.0,"處份,時間,評論"
2021-03-05,25.48,0.06782259633876109,4527.58,54.0,58.0,".%,處份,市場"
2021-03-06,,0.2542341383842409,,36.0,47.0,".%,處份,美國"
2021-03-07,,0.6931471805599453,,32.0,29.0,"市場,特斯拉,處份"
2021-03-08,24.9,0.3184537311185346,4460.43,47.0,44.0,"張開,特斯拉,處份"
2021-03-09,24.93,0.5158131652770298,4458.73,50.0,55.0,"u3000,處份,.%"
2021-03-10,23.17,0.4936578201436253,4467.75,65.0,56.0,"處份,.%,營收"
2021-03-11,21.61,0.6241543090729939,4538.58,62.0,107.0,"處份,台灣,時間"
2021-03-12,20.38,0.3260915205666521,4509.57,94.0,100.0,"處份,市場,.%"
2021-03-13,,0.15180601286800413,,54.0,78.0,"處份,發文,規範"
2021-03-14,,0.3883706747488643,,78.0,64.0,"遊戲,處份,時間"
2021-03-15,20.64,0.6849166814234299,4532.2,82.0,98.0,"處份,美國,市場"
2021-03-16,19.16,0.6148153372900383,4525.54,92.0,110.0,"露西,獲得幣,處份"
2021-03-17,18.46,0.5822845877481356,4547.53,98.0,124.0,"處份,時間,.%"
2021-03-18,16.73,0.557709209664841,4597.42,108.0,94.0,"u3000,處份,發文"
2021-03-19,18.05,0.5722652889994956,4558.04,110.0,166.0,"處份,u3000,市場"
2021-03-20,,0.32190002976212223,,78.0,106.0,"處份,台積,中國"
2021-03-21,,0.0909717782057268,,42.0,44.0,"日漲,.%,台積"
2021-03-22,17.76,0.7460695820142879,4565.65,73.0,63.0,"處份,股利,.%"
2021-03-23,17.7,0.6817184847363226,4630.02,69.0,60.0,"處份,u3000,股利"
2021-03-24,18.57,0.1112256351102244,4744.0,95.0,82.0,"英特,代工,美國"
2021-03-25,18.05,0.1726127426669937,4709.39,71.0,76.0,"u3000,處份,運河"
2021-03-26,17.3,0.4376222197426958,4740.37,58.0,70.0,"處份,u3000,發文"
2021-03-27,,0.4289956055183586,,28.0,39.0,"張凌雲御風,獲得幣,u3000"
2021-03-28,,0.4744579795951159,,30.0,41.0,"時間,台積,中國"
2021-03-29,18.67,0.4054651081081644,4866.7,47.0,59.0,"處份,漱口杯,時間"
2021-03-30,17.92,0.5187937934151675,4871.32,69.0,63.0,"處份,u3000,時間"
2021-03-31,17.63,0.7290791897860087,4823.89,69.0,54.0,"處份,時間,發文"
2021-04-01,17.1,0.5596157879354227,4825.46,46.0,61.0,"處份,時間,發文"
2021-04-02,,0.4795730802618863,,31.0,33.0,"處份,時間,投資"
2021-04-03,,0.09531017980432492,,18.0,22.0,"u3000,投資,處份"
2021-04-04,,0.3184537311185346,,12.0,23.0,"疫情,台灣,處份"
2021-04-05,,0.5485659517488377,,28.0,41.0,".....,處份,發文"
2021-04-06,17.23,0.9028677115420144,4757.01,56.0,46.0,"處份,分類,發文"
2021-04-07,16.94,0.5766133643039938,4785.54,74.0,63.0,"u3000,處份,發文"
2021-04-08,16.38,0.8846853924588238,4803.29,86.0,67.0,"u3000,處份,分類"
2021-04-09,16.89,0.7453329337305156,4859.77,87.0,86.0,
2021-04-10,,0.25782910930209985,,35.0,40.0,"處份,發文,規範"
2021-04-11,,1.213022639845854,,24.0,22.0,"營收,股價,市場"
2021-04-12,17.32,0.6725278933572096,4931.6,54.0,88.0,"處份,.%,發文"
2021-04-13,17.78,0.28768207245178085,4796.17,67.0,71.0,"處份,美國,營收"
2021-04-14,17.96,0.3016683144265208,4706.74,85.0,79.0,"處份,u3000,時間"
2021-04-15,18.34,0.1505728584793744,4757.01,91.0,80.0,"處份,u3000,時間"
2021-04-16,18.25,0.4560173872709956,4779.29,53.0,61.0,"處份,發文,時間"
2021-04-17,,0.22314355131420974,,42.0,46.0,"處份,時間,評論"
2021-04-18,,0.24116205681688804,,29.0,43.0,"處份,發文,時間"
2021-04-19,18.97,0.6190392084062235,4716.95,76.0,79.0,"處份,吾妻,咪咪"
2021-04-20,18.71,0.5408064559779265,4755.21,52.0,70.0,"處份,u3000,投資"
2021-04-21,18.75,0.8534898306351247,4737.91,33.0,42.0,"投資,分類,處份"
2021-04-22,19.34,,4599.3,,,
2021-04-23,18.59,,4590.15,,,
2021-04-24,,,,,,
2021-04-25,,,,,,
2021-04-26,19.45,,4595.85,,,
2021-04-27,18.79,,4735.34,,,
2021-04-28,19.98,,4647.79,,,
2021-04-29,18.76,,4689.22,,,
2021-04-30,,,,,,
2021-05-01,,,,,,
2021-05-02,,,,,,
2021-05-03,21.42,,4677.88,,,
2021-05-04,23.34,-0.23841102344499826,4454.27,23.0,34.0,"處份,發文,規範"
2021-05-05,24.94,0.4575811092471783,4464.12,102.0,103.0,"處份,仟元,.%"
2021-05-06,21.55,0.5372768098531604,4406.21,124.0,133.0,"仟元,累計,處份"
2021-05-07,20.23,0.4474745161857074,4551.8,101.0,151.0,"u3000,處份,仟元"
2021-05-08,,0.05406722127027578,,51.0,56.0,".%,億元,時間"
2021-05-09,,-0.014815085785140587,,62.0,71.0,"u3000,股價,時間"
2021-05-10,19.64,0.6321864807702582,4557.17,123.0,143.0,"營收,.%,億元"
2021-05-11,26.59,-0.13792314320550164,4497.1,135.0,167.0,"市場,.%,仟元"
2021-05-12,38.94,-0.7107223253814527,4474.93,161.0,263.0,"台股,疫情,時間"
2021-05-13,34.02,-0.7022796641232177,4541.03,119.0,208.0,"市場,時間,疫情"
2021-05-14,32.45,-0.7091475219063865,4585.01,100.0,180.0,"疫情,u3000,違約"
2021-05-15,,-0.6931471805599453,,104.0,163.0,"疫情,台股,u3000"
2021-05-16,,-0.6862743012721833,,76.0,136.0,"疫情,台灣,台股"
2021-05-17,38.67,-0.5181382706122772,4545.42,113.0,175.0,"疫情,台股,台灣"
2021-05-18,32.29,-0.2118439960602764,4616.71,102.0,94.0,"時間,疫情,因為"
2021-05-19,30.97,-0.07145896398214498,4564.84,72.0,92.0,"張漲,張跌,獲得幣"
2021-05-20,29.63,-0.10536051565782628,4578.87,65.0,100.0,"張衣,態買,往常"
2021-05-21,28.04,-0.04445176257083381,4631.97,78.0,96.0,"時間,發布,美國"
2021-05-22,,-0.1880522315029396,,61.0,64.0,"台灣,疫情,時間"
2021-05-23,,0.22884157242884745,,38.0,39.0,"疫苗,時間,台灣"
2021-05-24,27.93,0.2831262559159203,4700.49,48.0,76.0,"張油加,台灣,時間"
2021-05-25,25.85,0.026668247082161273,4634.68,69.0,79.0,"台灣,時間,市場"
2021-05-26,24.12,0.125163142954006,4745.96,50.0,74.0,"時間,股價,電子"
2021-05-27,24.2,0.22314355131420974,4791.72,50.0,55.0,"市場,時間,.%"
2021-05-28,23.17,0.13062018241706422,4768.09,82.0,98.0,"疫苗,時間,獲得幣"
2021-05-29,,0.3483066942682158,,36.0,47.0,"疫苗,台灣,疫情"
2021-05-30,,0.12361395596717666,,40.0,39.0,"疫苗,台灣,高端"
2021-05-31,23.88,0.3462762367178337,4642.87,87.0,51.0,"疫苗,時間,面板"
2021-06-01,22.03,0.19782574332991987,4672.68,67.0,71.0,"疫苗,時間,.%"
2021-06-02,22.36,0.046520015634892914,4599.39,81.0,86.0,"張苗,獲得幣,恭喜"
2021-06-03,21.41,-0.08994823666293952,4556.32,94.0,79.0,"張苗,獲得幣,恭喜"
2021-06-04,22.41,,,,,
2021-06-05,,,,,,
2021-06-06,,,,,,
2021-06-07,23.29,,,,,
2021-06-08,22.69,,,,,
2021-06-09,21.82,,,,,
2021-06-10,19.45,,,,,
2021-06-11,17.73,,,,,
2021-06-12,,,,,,
2021-06-13,,,,,,
2021-06-14,,,,,,
2021-06-15,,,,,,
